percentage(no padding),percentage(padding),overflow,compress(ms),decompress(ms),correctness(1/0)
0.9097,0.9097,0.7694,0.163,0.168,1
0.8944,0.8944,0.7942,0.183,0.186,1
0.905,0.905,0.7769,0.202,0.202,1
0.8904,0.8904,0.8006,0.15,0.153,1
0.8672,0.8672,0.8384,0.184,0.19,1
0.7683,0.7683,0.2468,0.155,0.196,1
0.8586,0.8586,0.8524,0.187,0.145,1
0.8845,0.8845,0.4353,0.184,0.193,1
0.8971,0.8971,0.7899,0.188,0.201,1
0.9177,0.9177,0.7565,0.187,0.202,1
0.9801,0.9801,0.6552,0.186,0.182,1
0.8997,0.8997,0.4601,0.124,0.17,1
0.9256,0.9256,0.7435,0.183,0.196,1
0.8838,0.8838,0.8114,0.183,0.201,1
0.9382,0.9382,0.7231,0.188,0.201,1
0.8878,0.8878,0.805,0.181,0.189,1
0.9017,0.9017,0.7823,0.18,0.186,1
0.8898,0.8898,0.8017,0.193,0.168,1
0.7463,0.7463,0.2112,0.157,0.154,1
0.8951,0.8951,0.7931,0.185,0.186,1
0.8539,0.8539,0.3858,0.187,0.187,1
0.9748,0.9748,0.6638,0.183,0.187,1
0.8904,0.8904,0.8006,0.186,0.185,1
0.9761,0.9761,0.6616,0.181,0.188,1
0.8977,0.8977,0.7888,0.191,0.182,1
0.8918,0.8918,0.7985,0.184,0.187,1
0.9203,0.9203,0.7522,0.187,0.193,1
0.07,0.07,0.6078,0.181,0.182,1
0.7736,0.7736,0.2554,0.191,0.183,1
0.917,0.917,0.7575,0.188,0.188,1
0.8997,0.8997,0.7856,0.122,0.165,1
0.8865,0.8865,0.8071,0.182,0.184,1
0.915,0.915,0.7608,0.183,0.19,1
0.8798,0.8798,0.8179,0.187,0.192,1
0.7543,0.7543,0.2241,0.153,0.158,1
0.8918,0.8918,0.7985,0.195,0.163,1
0.844,0.844,0.8761,0.187,0.188,1
0.755,0.755,0.2252,0.183,0.194,1
0.9097,0.9097,0.7694,0.123,0.165,1
0.8851,0.8851,0.8093,0.2,0.166,1
0.8526,0.8526,0.8621,0.182,0.208,1
0.7377,0.7377,0.1972,0.183,0.184,1
0.9263,0.9263,0.7425,0.191,0.162,1
0.8765,0.8765,0.8233,0.188,0.191,1
0.6,0.6,0.6164,0.185,0.197,1
0.929,0.929,0.7381,0.186,0.186,1
0.8752,0.8752,0.8254,0.185,0.181,1
0.9316,0.9316,0.5119,0.19,0.162,1
0.9774,0.9774,0.6595,0.184,0.152,1
0.8944,0.8944,0.4515,0.133,0.208,1
0.909,0.909,0.7705,0.192,0.183,1
0.8831,0.8831,0.8125,0.19,0.19,1
0.8951,0.8951,0.4526,0.195,0.181,1
0.9329,0.9329,0.7317,0.15,0.159,1
0.8884,0.8884,0.8039,0.189,0.193,1
0.9502,0.9502,0.7037,0.196,0.191,1
0.923,0.923,0.7478,0.186,0.149,1
0.8718,0.8718,0.8308,0.196,0.186,1
0.9708,0.9708,0.6703,0.122,0.176,1
0.9216,0.9216,0.4957,0.185,0.183,1
0.9064,0.9064,0.4709,0.192,0.189,1
0.9077,0.9077,0.7726,0.183,0.199,1
0.8964,0.8964,0.7909,0.183,0.189,1
0.9031,0.9031,0.7802,0.184,0.167,1
0.9529,0.9529,0.6994,0.188,0.187,1
0.8977,0.8977,0.7888,0.191,0.189,1
0.7503,0.7503,0.2177,0.149,0.194,1
0.8825,0.8825,0.8136,0.187,0.186,1
0.8765,0.8765,0.8233,0.134,0.16,1
0.7517,0.7517,0.2198,0.182,0.188,1
0.9077,0.9077,0.7726,0.185,0.199,1
0.8898,0.8898,0.8017,0.187,0.198,1
0.8632,0.8632,0.8448,0.189,0.187,1
0.9203,0.9203,0.7522,0.188,0.195,1
0.8685,0.8685,0.8362,0.189,0.197,1
0.7749,0.7749,0.2575,0.183,0.183,1
0.14,0.14,0.6088,0.187,0.169,1
0.8958,0.8958,0.792,0.188,0.195,1
0.9017,0.9017,0.7823,0.187,0.199,1
0.8659,0.8659,0.8405,0.182,0.193,1
0.9077,0.9077,0.4731,0.188,0.186,1
0.7523,0.7523,0.2209,0.163,0.196,1
0.9077,0.9077,0.7726,0.192,0.189,1
0.8858,0.8858,0.8082,0.188,0.181,1
0.8705,0.8705,0.833,0.192,0.188,1
0.9303,0.9303,0.736,0.123,0.155,1
0.8825,0.8825,0.8136,0.141,0.165,1
0.8738,0.8738,0.8276,0.189,0.193,1
0.7437,0.7437,0.2069,0.183,0.196,1
0.8911,0.8911,0.7996,0.192,0.188,1
0.8878,0.8878,0.805,0.181,0.199,1
0.8732,0.8732,0.8287,0.187,0.146,1
0.7563,0.7563,0.2274,0.188,0.188,1
0.8971,0.8971,0.7899,0.188,0.165,1
0.7756,0.7756,0.2586,0.189,0.194,1
0.9309,0.9309,0.7349,0.191,0.192,1
0.8891,0.8891,0.8028,0.193,0.19,1
0.9084,0.9084,0.7716,0.187,0.188,1
0.905,0.905,0.7769,0.184,0.183,1
0.8699,0.8699,0.8341,0.186,0.173,1
0.9681,0.9681,0.5711,0.195,0.144,1
0.6819,0.6819,0.1067,0.159,0.19,1
0.9336,0.9336,0.7306,0.186,0.191,1
0.8778,0.8778,0.8211,0.196,0.215,1
0.8513,0.8513,0.8642,0.194,0.191,1
0.9436,0.9436,0.7144,0.122,0.156,1
0.751,0.751,0.2188,0.192,0.19,1
0.8977,0.8977,0.7888,0.151,0.193,1
0.8918,0.8918,0.7985,0.19,0.186,1
0.8552,0.8552,0.8578,0.18,0.19,1
0.8871,0.8871,0.4397,0.192,0.191,1
0.9216,0.9216,0.75,0.196,0.189,1
0.8991,0.8991,0.7866,0.171,0.182,1
0.9641,0.9641,0.681,0.187,0.198,1
0.8951,0.8951,0.7931,0.189,0.194,1
0.7596,0.7596,0.2328,0.196,0.195,1
0.8838,0.8838,0.8114,0.189,0.179,1
0.8772,0.8772,0.8222,0.201,0.18,1
0.8539,0.8539,0.8599,0.196,0.184,1
0.7517,0.7517,0.2198,0.185,0.188,1
0.9223,0.9223,0.7489,0.186,0.192,1
0.8645,0.8645,0.8427,0.187,0.178,1
0.8792,0.8792,0.819,0.196,0.183,1
0.6,0.6,0.6164,0.198,0.196,1
0.9714,0.9714,0.5765,0.195,0.192,1
0.9031,0.9031,0.7802,0.197,0.187,1
0.8924,0.8924,0.4483,0.193,0.182,1
0.9104,0.9104,0.7683,0.184,0.19,1
0.8752,0.8752,0.8254,0.188,0.194,1
0.9124,0.9124,0.7651,0.187,0.191,1
0.9276,0.9276,0.7403,0.186,0.149,1
0.8871,0.8871,0.806,0.18,0.202,1
0.8665,0.8665,0.8394,0.194,0.181,1
0.9037,0.9037,0.4666,0.12,0.155,1
0.7271,0.7271,0.18,0.188,0.189,1
0.9197,0.9197,0.7532,0.169,0.189,1
0.8845,0.8845,0.8103,0.151,0.192,1
0.8712,0.8712,0.8319,0.189,0.149,1
0.9714,0.9714,0.6692,0.213,0.19,1
0.8831,0.8831,0.8125,0.198,0.187,1
0.7603,0.7603,0.2338,0.191,0.185,1
0.8997,0.8997,0.7856,0.2,0.19,1
0.8931,0.8931,0.7963,0.201,0.19,1
0.8453,0.8453,0.8739,0.135,0.165,1
0.7523,0.7523,0.2209,0.185,0.192,1
0.9064,0.9064,0.7748,0.182,0.195,1
0.8798,0.8798,0.8179,0.139,0.165,1
0.9031,0.9031,0.7802,0.19,0.196,1
0.757,0.757,0.2284,0.186,0.189,1
0.8958,0.8958,0.792,0.202,0.191,1
0.8898,0.8898,0.8017,0.188,0.195,1
0.743,0.743,0.2058,0.196,0.186,1
0.8984,0.8984,0.7877,0.181,0.185,1
0.8944,0.8944,0.7942,0.161,0.167,1
0.8446,0.8446,0.875,0.19,0.187,1
0.9475,0.9475,0.708,0.189,0.189,1
0.9701,0.9701,0.5744,0.194,0.167,1
0.8997,0.8997,0.7856,0.19,0.184,1
0.9701,0.9701,0.6713,0.195,0.189,1
0.8699,0.8699,0.8341,0.191,0.193,1
0.8938,0.8938,0.4504,0.183,0.18,1
0.9143,0.9143,0.7619,0.197,0.167,1
0.9363,0.9363,0.7263,0.188,0.197,1
0.9396,0.9396,0.7209,0.186,0.191,1
0.8845,0.8845,0.8103,0.186,0.19,1
0.8785,0.8785,0.82,0.186,0.188,1
0.8958,0.8958,0.4537,0.118,0.171,1
0.6089,0.01185,00.187,0.197,1
0.9256,0.9256,0.7435,0.14,0.159,1
0.8904,0.8904,0.8006,0.189,0.197,1
0.8659,0.8659,0.8405,0.188,0.194,1
0.9608,0.9608,0.6864,0.2,0.166,1
0.9223,0.9223,0.7489,0.206,0.188,1
0.8825,0.8825,0.8136,0.2,0.198,1
0.8858,0.8858,0.8082,0.195,0.195,1
0.8798,0.8798,0.4278,0.188,0.196,1
0.8958,0.8958,0.792,0.195,0.188,1
0.8871,0.8871,0.806,0.203,0.187,1
0.7576,0.7576,0.2295,0.198,0.189,1
0.9117,0.9117,0.7662,0.191,0.188,1
0.8964,0.8964,0.7909,0.182,0.185,1
0.8984,0.8984,0.7877,0.188,0.192,1
0.8592,0.8592,0.8513,0.188,0.199,1
0.7556,0.7556,0.2263,0.182,0.183,1
0.7656,0.7656,0.2425,0.19,0.181,1
0.9323,0.9323,0.7328,0.189,0.163,1
0.8938,0.8938,0.7953,0.12,0.164,1
0.8778,0.8778,0.8211,0.187,0.188,1
0.9157,0.9157,0.486,0.187,0.193,1
0.929,0.929,0.7381,0.134,0.163,1
0.9031,0.9031,0.7802,0.181,0.189,1
0.9389,0.9389,0.722,0.127,0.16,1
0.8752,0.8752,0.8254,0.194,0.187,1
0.9661,0.9661,0.6778,0.2,0.183,1
0.8373,0.8373,0.3588,0.188,0.198,1
0.9296,0.9296,0.7371,0.198,0.187,1
0.8944,0.8944,0.7942,0.199,0.191,1
0.7649,0.7649,0.2414,0.187,0.188,1
0.9024,0.9024,0.7812,0.182,0.197,1
0.9104,0.9104,0.7683,0.182,0.201,1
0.8838,0.8838,0.8114,0.186,0.168,1
0.7563,0.7563,0.2274,0.166,0.192,1
0.9197,0.9197,0.7532,0.187,0.183,1
0.8891,0.8891,0.8028,0.191,0.182,1
0.8652,0.8652,0.8416,0.186,0.197,1
0.8958,0.8958,0.792,0.185,0.152,1
0.8838,0.8838,0.8114,0.183,0.189,1
0.7696,0.7696,0.2489,0.186,0.196,1
0.8732,0.8732,0.8287,0.184,0.196,1
0.7822,0.7822,0.2694,0.179,0.19,1
0.9177,0.9177,0.7565,0.186,0.184,1
0.9124,0.9124,0.7651,0.18,0.189,1
0.8493,0.8493,0.8675,0.188,0.191,1
0.9143,0.9143,0.7619,0.19,0.193,1
0.8811,0.8811,0.8157,0.191,0.186,1
0.8831,0.8831,0.8125,0.185,0.199,1
0.7729,0.7729,0.2543,0.183,0.194,1
0.9024,0.9024,0.7812,0.186,0.194,1
0.907,0.907,0.7737,0.134,0.187,1
0.8526,0.8526,0.8621,0.196,0.192,1
0.7457,0.7457,0.2101,0.194,0.182,1
0.8798,0.8798,0.8179,0.19,0.195,1
0.8831,0.8831,0.8125,0.187,0.19,1
0.7875,0.7875,0.278,0.201,0.171,1
0.9097,0.9097,0.7694,0.182,0.191,1
0.9628,0.9628,0.6832,0.187,0.184,1
0.9236,0.9236,0.7468,0.122,0.167,1
0.9024,0.9024,0.7812,0.184,0.195,1
0.905,0.905,0.7769,0.183,0.186,1
0.9462,0.9462,0.5356,0.2,0.186,1
0.8871,0.8871,0.806,0.187,0.187,1
0.755,0.755,0.2252,0.197,0.184,1
0.8858,0.8858,0.8082,0.179,0.189,1
0.8772,0.8772,0.8222,0.147,0.159,1
0.8871,0.8871,0.4397,0.168,0.193,1
0.9044,0.9044,0.778,0.193,0.165,1
0.8898,0.8898,0.8017,0.198,0.199,1
0.834,0.834,0.3534,0.2,0.15,1
0.9529,0.9529,0.6994,0.195,0.198,1
0.8911,0.8911,0.7996,0.192,0.197,1
0.8772,0.8772,0.8222,0.168,0.195,1
0.9814,0.9814,0.653,0.182,0.199,1
0.8114,0.8114,0.3168,0.187,0.188,1
0.9602,0.9602,0.6875,0.198,0.198,1
0.8991,0.8991,0.7866,0.2,0.195,1
0.8785,0.8785,0.82,0.146,0.209,1
0.921,0.921,0.7511,0.203,0.196,1
0.8931,0.8931,0.7963,0.222,0.184,1
0.8446,0.8446,0.875,0.195,0.191,1
0.7623,0.7623,0.2371,0.196,0.183,1
0.9236,0.9236,0.4989,0.187,0.162,1
0.9482,0.9482,0.7069,0.183,0.2,1
0.8858,0.8858,0.8082,0.186,0.2,1
0.8639,0.8639,0.8438,0.186,0.196,1
0.9263,0.9263,0.5032,0.201,0.186,1
0.9681,0.9681,0.5711,0.189,0.193,1
0.8898,0.8898,0.8017,0.215,0.162,1
0.8718,0.8718,0.8308,0.195,0.188,1
0.9416,0.9416,0.7177,0.192,0.198,1
0.9137,0.9137,0.7629,0.184,0.194,1
0.8997,0.8997,0.7856,0.182,0.189,1
0.8845,0.8845,0.8103,0.133,0.157,1
0.4701,0.2371,00.19,0.193,1
0.9137,0.9137,0.7629,0.151,0.157,1
0.9004,0.9004,0.7845,0.199,0.181,1
0.8752,0.8752,0.8254,0.195,0.173,1
0.8612,0.8612,0.3976,0.194,0.183,1
0.9064,0.9064,0.7748,0.209,0.19,1
0.8818,0.8818,0.8147,0.197,0.188,1
0.8566,0.8566,0.8556,0.184,0.188,1
0.9143,0.9143,0.4838,0.195,0.211,1
0.9004,0.9004,0.4612,0.197,0.186,1
0.8977,0.8977,0.7888,0.196,0.197,1
0.8805,0.8805,0.8168,0.117,0.165,1
0.9396,0.9396,0.7209,0.181,0.184,1
0.8871,0.8871,0.806,0.188,0.188,1
0.7769,0.7769,0.2608,0.192,0.195,1
0.9017,0.9017,0.7823,0.134,0.186,1
0.905,0.905,0.7769,0.215,0.184,1
0.8486,0.8486,0.3772,0.199,0.191,1
0.9197,0.9197,0.7532,0.186,0.198,1
0.9077,0.9077,0.7726,0.142,0.187,1
0.8725,0.8725,0.8297,0.122,0.16,1
0.9655,0.9655,0.6789,0.123,0.156,1
0.8964,0.8964,0.7909,0.19,0.189,1
0.8679,0.8679,0.8373,0.2,0.196,1
0.7656,0.7656,0.2425,0.194,0.196,1
0.9017,0.9017,0.7823,0.184,0.191,1
0.9057,0.9057,0.4698,0.203,0.187,1
0.8958,0.8958,0.792,0.191,0.196,1
0.9057,0.9057,0.7759,0.186,0.192,1
0.9734,0.9734,0.6659,0.19,0.188,1
0.8997,0.8997,0.4601,0.181,0.161,1
0.9495,0.9495,0.7047,0.182,0.156,1
0.8838,0.8838,0.8114,0.186,0.189,1
0.8977,0.8977,0.4569,0.187,0.186,1
0.913,0.913,0.764,0.117,0.163,1
0.8924,0.8924,0.7974,0.191,0.199,1
0.8652,0.8652,0.8416,0.182,0.195,1
0.907,0.907,0.472,0.164,0.189,1
0.8858,0.8858,0.8082,0.145,0.189,1
0.7669,0.7669,0.2446,0.153,0.195,1
0.8911,0.8911,0.7996,0.198,0.199,1
0.8838,0.8838,0.8114,0.197,0.197,1
0.913,0.913,0.764,0.198,0.187,1
0.8785,0.8785,0.82,0.192,0.187,1
0.8533,0.8533,0.861,0.194,0.197,1
0.9216,0.9216,0.4957,0.186,0.195,1
0.7125,0.7125,0.1562,0.198,0.187,1
0.9057,0.9057,0.7759,0.197,0.186,1
0.8931,0.8931,0.7963,0.152,0.157,1
0.8858,0.8858,0.8082,0.19,0.183,1
0.9668,0.9668,0.6767,0.189,0.2,1
0.9243,0.9243,0.7457,0.191,0.191,1
0.8619,0.8619,0.847,0.195,0.184,1
0.7444,0.7444,0.208,0.181,0.182,1
0.8579,0.8579,0.8534,0.171,0.195,1
0.9655,0.9655,0.6789,0.195,0.187,1
0.47,0.47,0.6315,0.196,0.199,1
0.9004,0.9004,0.7845,0.193,0.189,1
0.9462,0.9462,0.7101,0.198,0.188,1
0.9323,0.9323,0.7328,0.182,0.185,1
0.915,0.915,0.7608,0.189,0.184,1
0.9024,0.9024,0.7812,0.188,0.187,1
0.8725,0.8725,0.4159,0.171,0.194,1
0.8513,0.8513,0.3815,0.197,0.189,1
0.9223,0.9223,0.7489,0.187,0.194,1
0.9177,0.9177,0.7565,0.198,0.189,1
0.8951,0.8951,0.7931,0.198,0.192,1
0.917,0.917,0.7575,0.189,0.187,1
0.8792,0.8792,0.4267,0.2,0.201,1
0.9037,0.9037,0.7791,0.197,0.191,1
0.8685,0.8685,0.8362,0.172,0.186,1
0.8632,0.8632,0.4009,0.191,0.198,1
0.9356,0.9356,0.7274,0.204,0.199,1
0.9575,0.9575,0.6918,0.195,0.187,1
0.9369,0.9369,0.7252,0.189,0.156,1
0.8519,0.8519,0.8631,0.192,0.196,1
0.7716,0.7716,0.2522,0.194,0.156,1
0.911,0.911,0.7672,0.192,0.192,1
0.8997,0.8997,0.7856,0.137,0.188,1
0.9177,0.9177,0.7565,0.191,0.187,1
0.93,0.93,0.6218,0.188,0.19,1
0.9097,0.9097,0.7694,0.195,0.189,1
0.8745,0.8745,0.8265,0.196,0.157,1
0.822,0.822,0.3341,0.183,0.195,1
0.9588,0.9588,0.556,0.183,0.192,1
0.9223,0.9223,0.7489,0.189,0.189,1
0.8884,0.8884,0.8039,0.189,0.195,1
0.9602,0.9602,0.6875,0.195,0.18,1
0.87,0.87,0.625,0.181,0.184,1
0.9283,0.9283,0.7392,0.183,0.198,1
0.8732,0.8732,0.8287,0.185,0.186,1
0.9768,0.9768,0.6606,0.237,0.156,1
0.747,0.747,0.2123,0.195,0.195,1
0.9064,0.9064,0.7748,0.19,0.192,1
0.907,0.907,0.7737,0.182,0.172,1
0.8745,0.8745,0.8265,0.191,0.182,1
0.7251,0.7251,0.1767,0.194,0.185,1
0.921,0.921,0.7511,0.184,0.182,1
0.9283,0.9283,0.7392,0.184,0.147,1
0.844,0.844,0.8761,0.188,0.186,1
0.9422,0.9422,0.7166,0.183,0.184,1
0.8712,0.8712,0.8319,0.197,0.188,1
0.8652,0.8652,0.4041,0.183,0.186,1
0.925,0.925,0.7446,0.187,0.193,1
0.9502,0.9502,0.7037,0.192,0.163,1
0.7795,0.7795,0.2651,0.183,0.183,1
0.9376,0.9376,0.7241,0.191,0.189,1
0.8958,0.8958,0.792,0.187,0.199,1
0.8692,0.8692,0.8351,0.187,0.19,1
0.8997,0.8997,0.4601,0.182,0.166,1
0.9276,0.9276,0.7403,0.19,0.191,1
0.8831,0.8831,0.8125,0.186,0.174,1
0.9376,0.9376,0.7241,0.184,0.187,1
0.9177,0.9177,0.7565,0.189,0.156,1
0.8878,0.8878,0.805,0.152,0.183,1
0.929,0.929,0.7381,0.19,0.184,1
0.8068,0.8068,0.3093,0.188,0.187,1
0.8938,0.8938,0.7953,0.183,0.187,1
0.7563,0.7563,0.2274,0.185,0.183,1
0.9177,0.9177,0.7565,0.195,0.187,1
0.8785,0.8785,0.82,0.123,0.157,1
0.8984,0.8984,0.7877,0.163,0.2,1
0.8944,0.8944,0.4515,0.169,0.189,1
0.8964,0.8964,0.7909,0.16,0.18,1
0.8884,0.8884,0.8039,0.197,0.185,1
0.9774,0.9774,0.6595,0.19,0.186,1
0.907,0.907,0.472,0.184,0.157,1
0.9057,0.9057,0.7759,0.197,0.187,1
0.8971,0.8971,0.7899,0.135,0.157,1
0.9781,0.9781,0.6584,0.191,0.188,1
0.7583,0.7583,0.2306,0.182,0.19,1
0.913,0.913,0.764,0.187,0.15,1
0.913,0.913,0.764,0.185,0.191,1
0.8533,0.8533,0.861,0.186,0.186,1
0.8838,0.8838,0.8114,0.199,0.184,1
0.9183,0.9183,0.4903,0.183,0.194,1
0.9874,0.9874,0.6433,0.187,0.186,1
0.8831,0.8831,0.8125,0.191,0.185,1
0.9117,0.9117,0.4795,0.189,0.182,1
0.8878,0.8878,0.805,0.188,0.18,1
0.8845,0.8845,0.8103,0.189,0.187,1
0.8851,0.8851,0.8093,0.185,0.183,1
0.9628,0.9628,0.6832,0.183,0.187,1
0.9157,0.9157,0.7597,0.184,0.172,1
0.8811,0.8811,0.8157,0.187,0.187,1
0.753,0.753,0.222,0.196,0.222,1
0.8499,0.8499,0.8664,0.187,0.182,1
0.8599,0.8599,0.3955,0.189,0.183,1
0.8931,0.8931,0.7963,0.188,0.191,1
0.8938,0.8938,0.7953,0.154,0.165,1
0.9343,0.9343,0.7295,0.189,0.187,1
0.9568,0.9568,0.5528,0.189,0.192,1
0.9529,0.9529,0.6994,0.188,0.188,1
0.8938,0.8938,0.7953,0.182,0.194,1
0.8513,0.8513,0.3815,0.154,0.189,1
0.9761,0.9761,0.6616,0.19,0.189,1
0.9031,0.9031,0.7802,0.187,0.189,1
0.8685,0.8685,0.8362,0.187,0.208,1
0.9874,0.9874,0.6433,0.192,0.187,1
0.8984,0.8984,0.7877,0.185,0.187,1
0.7537,0.7537,0.2231,0.183,0.186,1
0.8964,0.8964,0.7909,0.2,0.187,1
0.8977,0.8977,0.7888,0.188,0.17,1
0.8964,0.8964,0.7909,0.19,0.182,1
0.9124,0.9124,0.7651,0.172,0.222,1
0.8718,0.8718,0.8308,0.189,0.191,1
0.9442,0.9442,0.7134,0.144,0.208,1
0.5989,0.02802,00.182,0.182,1
0.9329,0.9329,0.7317,0.19,0.192,1
0.8904,0.8904,0.8006,0.203,0.18,1
0.8738,0.8738,0.8276,0.184,0.186,1
0.9847,0.9847,0.6476,0.188,0.186,1
0.8898,0.8898,0.444,0.17,0.189,1
0.8958,0.8958,0.792,0.187,0.184,1
0.8997,0.8997,0.7856,0.188,0.183,1
0.9256,0.9256,0.7435,0.123,0.168,1
0.9223,0.9223,0.7489,0.188,0.188,1
0.9296,0.9296,0.7371,0.191,0.194,1
0.8652,0.8652,0.8416,0.19,0.184,1
0.7497,0.7497,0.2166,0.185,0.187,1
0.9143,0.9143,0.7619,0.19,0.19,1
0.8891,0.8891,0.8028,0.184,0.19,1
0.8546,0.8546,0.8588,0.138,0.212,1
0.7862,0.7862,0.2759,0.152,0.201,1
0.8984,0.8984,0.7877,0.182,0.149,1
0.9011,0.9011,0.7834,0.189,0.196,1
0.7729,0.7729,0.2543,0.19,0.171,1
0.909,0.909,0.7705,0.193,0.187,1
0.9057,0.9057,0.7759,0.189,0.164,1
0.9336,0.9336,0.7306,0.19,0.191,1
0.7995,0.7995,0.2974,0.196,0.182,1
0.907,0.907,0.7737,0.182,0.196,1
0.8645,0.8645,0.8427,0.188,0.198,1
0.7497,0.7497,0.2166,0.162,0.199,1
0.9124,0.9124,0.7651,0.187,0.169,1
0.919,0.919,0.7543,0.19,0.183,1
0.8785,0.8785,0.82,0.183,0.193,1
0.759,0.759,0.2317,0.183,0.186,1
0.8891,0.8891,0.8028,0.152,0.193,1
0.8838,0.8838,0.8114,0.187,0.194,1
0.8466,0.8466,0.8718,0.186,0.196,1
0.8619,0.8619,0.847,0.203,0.164,1
0.9734,0.9734,0.5797,0.189,0.194,1
0.9369,0.9369,0.5205,0.181,0.2,1
0.917,0.917,0.7575,0.185,0.184,1
0.8745,0.8745,0.8265,0.117,0.167,1
0.7444,0.7444,0.208,0.185,0.183,1
0.9143,0.9143,0.7619,0.216,0.184,1
0.8519,0.8519,0.8631,0.192,0.187,1
0.9861,0.9861,0.6002,0.183,0.16,1
0.9369,0.9369,0.7252,0.184,0.188,1
0.8924,0.8924,0.7974,0.181,0.19,1
0.8539,0.8539,0.8599,0.187,0.189,1
0.9011,0.9011,0.4623,0.181,0.189,1
0.8944,0.8944,0.4515,0.189,0.168,1
0.9163,0.9163,0.7586,0.183,0.154,1
0.8778,0.8778,0.8211,0.182,0.152,1
0.9562,0.9562,0.694,0.199,0.17,1
0.8665,0.8665,0.8394,0.19,0.186,1
0.7689,0.7689,0.2478,0.156,0.174,1
0.9177,0.9177,0.7565,0.183,0.181,1
0.8606,0.8606,0.8491,0.183,0.168,1
0.8718,0.8718,0.4149,0.117,0.219,1
0.9037,0.9037,0.7791,0.206,0.165,1
0.8938,0.8938,0.7953,0.187,0.182,1
0.9449,0.9449,0.7123,0.14,0.168,1
0.8778,0.8778,0.8211,0.184,0.18,1
0.9695,0.9695,0.6724,0.198,0.167,1
0.8692,0.8692,0.4106,0.188,0.18,1
0.9177,0.9177,0.7565,0.19,0.187,1
0.9602,0.9602,0.6875,0.136,0.19,1
0.8127,0.8127,0.319,0.192,0.185,1
0.907,0.907,0.7737,0.184,0.202,1
0.8971,0.8971,0.7899,0.202,0.196,1
0.921,0.921,0.4946,0.198,0.189,1
0.9137,0.9137,0.7629,0.182,0.183,1
0.8785,0.8785,0.82,0.191,0.192,1
0.8679,0.8679,0.8373,0.205,0.168,1
0.9695,0.9695,0.6724,0.158,0.165,1
0.8984,0.8984,0.7877,0.181,0.158,1
0.7716,0.7716,0.2522,0.186,0.191,1
0.8991,0.8991,0.7866,0.187,0.151,1
0.8792,0.8792,0.819,0.184,0.182,1
0.8944,0.8944,0.4515,0.193,0.207,1
0.9024,0.9024,0.7812,0.188,0.188,1
0.909,0.909,0.7705,0.194,0.183,1
0.9509,0.9509,0.7026,0.183,0.209,1
0.8493,0.8493,0.8675,0.189,0.18,1
0.8619,0.8619,0.3987,0.146,0.196,1
0.9084,0.9084,0.7716,0.186,0.164,1
0.9555,0.9555,0.695,0.184,0.181,1
0.8725,0.8725,0.8297,0.184,0.189,1
0.8579,0.8579,0.3922,0.201,0.168,1
0.8951,0.8951,0.7931,0.187,0.202,1
0.9064,0.9064,0.7748,0.189,0.169,1
0.824,0.824,0.3373,0.16,0.155,1
0.9124,0.9124,0.7651,0.19,0.184,1
0.8665,0.8665,0.8394,0.189,0.187,1
0.9615,0.9615,0.6853,0.183,0.189,1
0.8738,0.8738,0.8276,0.19,0.182,1
0.8692,0.8692,0.4106,0.163,0.149,1
0.8971,0.8971,0.7899,0.186,0.189,1
0.9057,0.9057,0.7759,0.19,0.197,1
0.9774,0.9774,0.6595,0.183,0.183,1
0.7716,0.7716,0.2522,0.185,0.204,1
0.913,0.913,0.764,0.114,0.159,1
0.9011,0.9011,0.7834,0.187,0.19,1
0.9309,0.9309,0.7349,0.19,0.205,1
0.8958,0.8958,0.792,0.194,0.187,1
0.8851,0.8851,0.4364,0.186,0.184,1
0.8958,0.8958,0.792,0.189,0.187,1
0.9336,0.9336,0.7306,0.188,0.185,1
0.9031,0.9031,0.7802,0.193,0.19,1
0.8659,0.8659,0.8405,0.182,0.194,1
0.8094,0.8094,0.3136,0.21,0.182,1
0.9648,0.9648,0.68,0.186,0.153,1
0.9104,0.9104,0.7683,0.188,0.205,1
0.8944,0.8944,0.7942,0.186,0.183,1
0.8951,0.8951,0.7931,0.182,0.198,1
0.7463,0.7463,0.2112,0.187,0.186,1
0.8865,0.8865,0.8071,0.148,0.185,1
0.9077,0.9077,0.4731,0.182,0.186,1
0.9037,0.9037,0.7791,0.187,0.148,1
0.8851,0.8851,0.8093,0.192,0.193,1
0.9469,0.9469,0.7091,0.138,0.166,1
0.7683,0.7683,0.2468,0.153,0.182,1
0.9044,0.9044,0.778,0.171,0.156,1
0.9183,0.9183,0.7554,0.189,0.222,1
0.9263,0.9263,0.7425,0.187,0.198,1
0.8712,0.8712,0.8319,0.181,0.197,1
0.7331,0.7331,0.1897,0.191,0.198,1
0.9137,0.9137,0.7629,0.187,0.163,1
0.8672,0.8672,0.8384,0.184,0.187,1
0.8679,0.8679,0.4084,0.181,0.187,1
0.9124,0.9124,0.7651,0.19,0.187,1
0.8891,0.8891,0.8028,0.19,0.19,1
0.9442,0.9442,0.5323,0.2,0.164,1
0.9894,0.9894,0.6056,0.194,0.193,1
0.9143,0.9143,0.7619,0.194,0.187,1
0.2,0.2,0.6358,0.187,0.197,1
0.8639,0.8639,0.8438,0.188,0.188,1
0.7762,0.7762,0.2597,0.195,0.189,1
0.8851,0.8851,0.8093,0.182,0.195,1
